street_number,route,locality-political,postal_code,latitude_longitude
,Unnamed Road,Markleeville,96120.0,"38.72,-119.93"
,Unnamed Road,Arnold,95223.0,"38.52,-120.0"
25000,Canterbury Road,Pioneer,95666.0,"38.48,-120.56"
23499,Colleen Court,Pioneer,95666.0,"38.45,-120.59"
25775,Ridge Drive,Pioneer,95666.0,"38.46,-120.55"
,,Pioneer,95666.0,"38.45,-120.55"
25438,Alpine State Highway,Pioneer,95666.0,"38.43,-120.55"
,Little Bear No 1,Pioneer,95666.0,"38.55,-120.25"
12555,Steiner Road,Plymouth,95669.0,"38.54,-120.79"
20680,Shenandoah School Road,Plymouth,95669.0,"38.51,-120.8"
20206,Fiddletown Road,Volcano,95689.0,"38.5,-120.65"
,American Flat Road,Sutter Creek,95685.0,"38.47,-120.76"
7517,California 16,Plymouth,95669.0,"38.45,-120.88"
,Hidden Foothills Road,Sutter Creek,95685.0,"38.43,-120.79"
18109,Sutter Creek Road,Sutter Creek,95685.0,"38.44,-120.69"
4801,Taylor Road,Plymouth,95669.0,"38.5,-120.93"
2727,Irish Ridge Road,Ione,95640.0,"38.42,-120.97"
11051,Sutter Creek Ranchos Road,Ione,95640.0,"38.37,-120.87"
,Unnamed Road,Ione,95640.0,"38.34,-120.98"
,Lake Amador Drive,Ione,95640.0,"38.32,-120.88"
3555,Coal Mine Road,Ione,95640.0,"38.26,-120.93"
17279,Carpenters Gulch Road,Sutter Creek,95685.0,"38.42,-120.72"
13843,Running Gold Road,Sutter Creek,95685.0,"38.38,-120.77"
,Dusty Lane,Jackson,95642.0,"38.38,-120.72"
13201,Spagnoli Mine Road,Pine Grove,95665.0,"38.4,-120.66"
17044,Mitchell Mine Road,Pine Grove,95665.0,"38.42,-120.65"
21751,Sky High Boulevard,Pine Grove,95665.0,"38.39,-120.62"
18553,Clinton Road,Jackson,95642.0,"38.36,-120.69"
17091,Butte Mountain Road,Jackson,95642.0,"38.34,-120.71"
7540,French Bar Road,Jackson,95642.0,"38.31,-120.8"
2435,Floral Avenue,Chico,95926.0,"39.76,-121.83"
2415,Ceanothus Avenue,Chico,95926.0,"39.76,-121.82"
,,Chico,,"39.78,-121.86"
2,Scenic Lane,Chico,95973.0,"39.77,-121.85"
2,Cottage Circle,Chico,95926.0,"39.76,-121.84"
278,Panama Avenue,Chico,95973.0,"39.76,-121.86"
3279,Sheltering Oak Court,Chico,95973.0,"39.76,-121.89"
1440,Glenwood Avenue,Chico,95926.0,"39.74,-121.88"
651,Grafton Park Drive,Chico,95926.0,"39.75,-121.87"
305,West Lindo Avenue,Chico,95926.0,"39.75,-121.86"
1057,Windsor Way,Chico,95926.0,"39.74,-121.87"
2050,Laburnum Avenue,Chico,95926.0,"39.75,-121.85"
1365,Magnolia Avenue,Chico,95926.0,"39.74,-121.85"
,,Chico,95926.0,"39.73,-121.85"
1631,North Cherry Street,Chico,95926.0,"39.74,-121.86"
1739,Sherman Avenue,Chico,95926.0,"39.75,-121.84"
478,East 1st Avenue,Chico,95926.0,"39.74,-121.84"
880,Filbert Avenue,Chico,95926.0,"39.74,-121.83"
2280,East 8th Street,Chico,95928.0,"39.75,-121.8"
848,Alice Lane,Chico,95926.0,"39.75,-121.82"
1775,Concord Avenue,Chico,95928.0,"39.73,-121.79"
,,Chico,95928.0,"39.71,-121.78"
895,Wisconsin Street,Chico,95928.0,"39.73,-121.82"
232,Main Street,Chico,95928.0,"39.73,-121.84"
1041,Cherry Street,Chico,95928.0,"39.72,-121.84"
754,California 32,Chico,95928.0,"39.73,-121.83"
1407,West 5th Street,Chico,95928.0,"39.72,-121.85"
231,West 15th Street,Chico,95928.0,"39.72,-121.83"
925,Skyway Avenue,Chico,95928.0,"39.7,-121.81"
2100,Fair Street,Chico,95928.0,"39.72,-121.82"
11204,Midway,Chico,95928.0,"39.71,-121.81"
3668,Keefer Road,Chico,95973.0,"39.82,-121.87"
3499,Chico River Road,Chico,95928.0,"39.71,-121.89"
5900,Wilson Landing Road,Chico,95973.0,"39.79,-121.97"
,Unnamed Road,Chico,95928.0,"39.68,-121.84"
9247,Goodspeed Street,Durham,95938.0,"39.64,-121.8"
9784,Lott Road,Durham,95938.0,"39.66,-121.77"
,Gala Lane,Durham,95938.0,"39.59,-121.74"
,Pintail Lane,Durham,95938.0,"39.59,-121.9"
199,Limpach Road,Chico,95973.0,"39.88,-121.75"
13234,Doe Mill Road,Chico,95928.0,"39.82,-121.68"
20046,Skyway Road,Forest Ranch,95942.0,"40.06,-121.54"
,Browns Ravine Road,Magalia,95954.0,"39.97,-121.51"
15162,Shadowwood Drive,Magalia,95954.0,"39.86,-121.59"
14337,Winchester Lane,Magalia,95954.0,"39.83,-121.58"
6366,Zuckerman Court,Magalia,95954.0,"39.8,-121.6"
,Unnamed Road,Magalia,95954.0,"39.79,-121.62"
14150,Lakeridge Circle,Magalia,95954.0,"39.82,-121.59"
6326,Cumberland Road,Magalia,95954.0,"39.83,-121.6"
5749,Gold Rush Road,Magalia,95954.0,"39.82,-121.63"
6656,Lincoln Drive,Paradise,95969.0,"39.79,-121.6"
6773,Moore Road,Paradise,95969.0,"39.79,-121.59"
6733,Clark Road,Paradise,95969.0,"39.78,-121.59"
1266,Bille Road,Paradise,95969.0,"39.77,-121.6"
1030,Bille Road,Paradise,95969.0,"39.77,-121.61"
6535,Cynthia Lane,Paradise,95969.0,"39.78,-121.63"
1767,Honeysuckle Lane,Paradise,95969.0,"39.8,-121.57"
6684,Shay Lane,Paradise,95969.0,"39.78,-121.57"
1488,Bille Road,Paradise,95969.0,"39.77,-121.59"
1696,Sweetbriar Lane,Paradise,95969.0,"39.79,-121.58"
6068,Pentz Road,Paradise,95969.0,"39.76,-121.57"
1684,Mystic Lane,Paradise,95969.0,"39.76,-121.58"
5601,Sawmill Road,Paradise,95969.0,"39.75,-121.59"
1257,Elliott Road,Paradise,95969.0,"39.76,-121.6"
1023,Elliott Road,Paradise,95969.0,"39.76,-121.61"
800,Bille Road,Paradise,95969.0,"39.77,-121.62"
157,Valley Ridge Drive,Paradise,95969.0,"39.76,-121.65"
555,Valstream Drive,Paradise,95969.0,"39.76,-121.63"
797,Elliott Road,Paradise,95969.0,"39.76,-121.62"
790,College Hill Road,Paradise,95969.0,"39.75,-121.62"
5640,Indian Rock Lane,Paradise,95969.0,"39.75,-121.63"
265,Roe Road,Paradise,95969.0,"39.74,-121.64"
3100,Skyway Road,Chico,95928.0,"39.71,-121.71"
3053,Williams Road,Oroville,95965.0,"39.66,-121.66"
10800,Nelson Bar Road,Oroville,95965.0,"39.69,-121.56"
5285,Xeno Place,Paradise,95969.0,"39.74,-121.57"
1480,Teaberry Lane,Paradise,95969.0,"39.74,-121.59"
5567,Heavenly Place,Paradise,95969.0,"39.75,-121.6"
3529,Dry Creek Road,Oroville,95965.0,"39.68,-121.6"
,Oakway,Oroville,95965.0,"39.83,-121.5"
,Unnamed Road,Oroville,95965.0,"39.72,-121.41"
420-509,Ranch Road,Berry Creek,95916.0,"39.61,-121.39"
,Frey Ranch Road,Oroville,95966.0,"39.65,-121.24"
,Woodleaf Tunnel Road,Clipper Mills,95930.0,"39.55,-121.19"
491,Lake Haven Way,Oroville,95966.0,"39.52,-121.36"
49,Grand Avenue,Oroville,95965.0,"39.52,-121.56"
1,Acres T19 R4E,Oroville,95965.0,"39.53,-121.56"
2637,Cherokee Road,Oroville,95965.0,"39.6,-121.54"
,Dan Beebe,Oroville,95966.0,"39.54,-121.46"
4,Belden Court,Oroville,95966.0,"39.52,-121.49"
6070,Old Olive Highway,Oroville,95966.0,"39.5,-121.44"
54,Pioneer Trail,Oroville,95966.0,"39.49,-121.47"
9,Gleness Drive,Oroville,95966.0,"39.51,-121.47"
7,Lots BLK 45 Western Pacific Add,Oroville,95966.0,"39.53,-121.53"
58,Highlands Boulevard,Oroville,95966.0,"39.52,-121.53"
2301,Oro Quincy Highway,Oroville,95966.0,"39.51,-121.54"
2570,Oro Quincy Highway,Oroville,95966.0,"39.51,-121.52"
2254,Park Avenue,Oroville,95966.0,"39.51,-121.55"
1553b,Veatch Street,Oroville,95965.0,"39.51,-121.56"
2355,Feather River Boulevard,Oroville,95965.0,"39.5,-121.57"
664,Plumas Avenue,Oroville,95965.0,"39.52,-121.58"
1520,7th Street,Oroville,95965.0,"39.51,-121.58"
42,Cabana Drive,Oroville,95965.0,"39.5,-121.58"
2446,California 162,Oroville,95965.0,"39.5,-121.62"
2049,Plumas Avenue,Oroville,95965.0,"39.52,-121.61"
2938,Nelson Avenue,Oroville,95965.0,"39.53,-121.65"
558,Georgia Pacific Way,Oroville,95965.0,"39.48,-121.57"
1927,Wyandotte Avenue,Oroville,95966.0,"39.5,-121.55"
110,Magnolia Parkway,Oroville,95966.0,"39.5,-121.54"
2513,Oroville Garden Ranch Road,Oroville,95966.0,"39.49,-121.53"
5395,Crest Ridge Drive,Oroville,95966.0,"39.48,-121.54"
5828,Vista Del Cerro,Oroville,95966.0,"39.47,-121.54"
5150,Lincoln Boulevard,Oroville,95966.0,"39.48,-121.55"
20,Tucker Avenue,Oroville,95966.0,"39.49,-121.49"
3532,Glen Avenue,Oroville,95966.0,"39.5,-121.52"
127,Garden Ranch Lane,Oroville,95966.0,"39.49,-121.52"
30,Shadow Oak Court,Oroville,95966.0,"39.48,-121.52"
2847,South Villa Avenue,Oroville,95966.0,"39.45,-121.55"
7075,Citrus Avenue,Oroville,95966.0,"39.44,-121.53"
7059,Perkins Avenue,Palermo,95968.0,"39.44,-121.55"
12,Partners Trail,Oroville,95966.0,"39.43,-121.52"
32,Las Flores Drive,Oroville,95966.0,"39.4,-121.46"
95,Gipson Road,Bangor,95914.0,"39.39,-121.39"
171,Brown Boulevard,Oroville,95966.0,"39.33,-121.54"
437,Cox Lane,Oroville,95965.0,"39.39,-121.59"
,Chambers Lane,Gridley,95948.0,"39.37,-121.67"
787,Richards Avenue,Gridley,95948.0,"39.35,-121.65"
954,Gilstrap Avenue,Gridley,95948.0,"39.34,-121.67"
773,Campbell Avenue,Gridley,95948.0,"39.32,-121.65"
194,Washington Street,Gridley,95948.0,"39.36,-121.69"
1150,Vermont Street,Gridley,95948.0,"39.37,-121.7"
210,Indiana Street,Gridley,95948.0,"39.36,-121.7"
1064,A D Lane,Gridley,95948.0,"39.38,-121.74"
,Pennington Road,Gridley,95948.0,"39.33,-121.8"
390,J Street,Biggs,95917.0,"39.42,-121.71"
2894,6th Street,Biggs,95917.0,"39.41,-121.71"
,Farris Road,Gridley,95948.0,"39.4,-121.75"
,Wickman Road,Oroville,95965.0,"39.48,-121.79"
768,Apple Blossom Drive,Murphys,95247.0,"38.15,-120.46"
1529,Sanctuary Lane,Murphys,95247.0,"38.12,-120.55"
170,Clifton Lane,Angels Camp,95222.0,"38.09,-120.56"
1170,Gold Cliff Road,Angels Camp,95222.0,"38.07,-120.55"
1200,Raspberry Lane,Angels Camp,95222.0,"38.07,-120.54"
3898,Stagecoach Road,Copperopolis,95228.0,"37.97,-120.67"
3835,Parrotts Ferry Road,Vallecito,95251.0,"38.09,-120.46"
4347,Paloma Road,Valley Springs,95252.0,"38.24,-120.79"
13050,Camanche Parkway South,Burson,95225.0,"38.2,-120.9"
4610,Carol Lane,Burson,95225.0,"38.16,-120.88"
9004,California 26,Mokelumne Hill,95245.0,"38.11,-120.91"
,Unnamed Road,Angels Camp,95222.0,"38.12,-120.76"
11904,Jesus Maria Road,Mokelumne Hill,95245.0,"38.28,-120.65"
3699,Magnolia Lane,San Andreas,95249.0,"38.24,-120.72"
768,Mountain Ranch Road,San Andreas,95249.0,"38.19,-120.67"
6169,Michel Road,Mountain Ranch,95246.0,"38.2,-120.57"
15059,Armstrong Road,Sheep Ranch,95246.0,"38.25,-120.43"
1466,Woodhouse Mine Road,West Point,95255.0,"38.39,-120.56"
23391,West Point Pioneer Road,West Point,95255.0,"38.41,-120.54"
,Fischer Ranch,West Point,95255.0,"38.42,-120.42"
,Forest Route 6N04,Mokelumne Hill,95245.0,"38.33,-120.41"
471,Blossom Lane,Mokelumne Hill,95245.0,"38.31,-120.55"
664,Panhandle Road,Glencoe,95232.0,"38.35,-120.57"
,New Mc Kays Dam Road,Avery,95224.0,"38.21,-120.36"
2294,Grenoble Drive,Arnold,95223.0,"38.23,-120.34"
491,Blue Lake Springs Drive,Arnold,95223.0,"38.26,-120.33"
1622,Anna Lee Way,Arnold,95223.0,"38.25,-120.34"
2960,Mc Kenzie Avenue,Arnold,95223.0,"38.23,-120.37"
3151,Gold Hill Circle,Arnold,95223.0,"38.25,-120.37"
2696,Kohata Lane,Arnold,95223.0,"38.29,-120.27"
1022,Hiawatha Way,Camp Connell,95223.0,"38.31,-120.27"
,Forest Route 7N09,Arnold,95223.0,"38.42,-120.19"
1246,Poundstone Road,Grimes,95950.0,"39.03,-121.91"
756,College City Road,Arbuckle,95912.0,"38.99,-122.0"
901-915,Frenzen Road,Arbuckle,95912.0,"39.0,-122.13"
,Unnamed Road,Arbuckle,95912.0,"39.15,-121.99"
2260,Lurline Avenue,Colusa,95932.0,"39.22,-122.04"
,Unnamed Road,Colusa,95932.0,"39.25,-122.08"
,State Highway 20,Williams,95987.0,"39.1,-122.33"
,State Highway 20,Williams,95987.0,"39.15,-122.2"
2191,Lone Star Road,Williams,95987.0,"39.13,-122.09"
,Unnamed Road,Colusa,95932.0,"39.34,-122.05"
,Lausten Road,Colusa,95932.0,"39.31,-122.17"
2637,Lodoga Stonyford Road,Stonyford,95979.0,"39.3,-122.51"
642,5th Street,Colusa,95932.0,"39.21,-122.01"
,Unnamed Road,Colusa,95932.0,"39.3,-121.96"
,Canal Road,Bethel Island,94511.0,"38.03,-121.65"
3716,Porter Circle,Bethel Island,94511.0,"38.03,-121.63"
355,Alcott Court,Bethel Island,94511.0,"38.04,-121.63"
1875,Santa Fe Street,Oakley,94561.0,"38.0,-121.73"
312,Lakespring Place,Oakley,94561.0,"38.0,-121.72"
3720,Holmes Road,Oakley,94561.0,"37.98,-121.72"
5683,Sellers Avenue,Oakley,94561.0,"37.98,-121.68"
728,Solitude Drive,Oakley,94561.0,"37.98,-121.7"
23,Christine Lane,Oakley,94561.0,"37.99,-121.71"
4287,Knightsen Avenue,Oakley,94561.0,"37.99,-121.67"
921,Mericrest Street,Brentwood,94513.0,"37.93,-121.68"
1304,Ellen Lane,Brentwood,94513.0,"37.94,-121.7"
504,Stratford Way,Brentwood,94513.0,"37.95,-121.69"
210-220,Sunrise Drive,Brentwood,94513.0,"37.96,-121.7"
1665-1755,Chestnut Street,Knightsen,94548.0,"37.93,-121.66"
740,Payne Avenue,Brentwood,94513.0,"37.91,-121.7"
17,Mcclarren Court,Brentwood,94513.0,"37.93,-121.7"
2272,Black Stone Drive,Brentwood,94513.0,"37.95,-121.74"
1055,Discovery Bay Boulevard,Discovery Bay,94505.0,"37.91,-121.6"
5300,Edgeview Drive,Discovery Bay,94505.0,"37.9,-121.6"
4126,Camino Diablo,Byron,94514.0,"37.86,-121.61"
,Vasco Road,Byron,94514.0,"37.85,-121.64"
2,Winifred Court,Antioch,94509.0,"38.01,-121.8"
1101,D Street,Antioch,94509.0,"38.01,-121.81"
1,Marina Plaza,Antioch,94509.0,"38.02,-121.82"
1109,L Street,Antioch,94509.0,"38.01,-121.82"
18TH,E Street,Antioch,94509.0,"38.02,-121.84"
1030,Apollo Court,Antioch,94509.0,"38.01,-121.78"
1104,Jacobsen Street,Antioch,94509.0,"38.01,-121.79"
2242,Renwick Lane,Antioch,94509.0,"38.0,-121.79"
1988,Calaveras Court,Antioch,94509.0,"38.0,-121.78"
1473,Walnut Avenue,Antioch,94509.0,"38.01,-121.77"
401,Putnam Street,Antioch,94509.0,"37.99,-121.81"
,,Antioch,94509.0,"37.98,-121.82"
1020,Claudia Court,Antioch,94509.0,"38.0,-121.82"
241,Rossi Avenue,Antioch,94509.0,"38.0,-121.81"
3440,Via Delta de Anza Trail,Antioch,94509.0,"38.0,-121.85"
1749,San Jose Drive,Antioch,94509.0,"38.0,-121.83"
1312,Putnam Street,Antioch,94509.0,"37.99,-121.83"
2213,Putnam Street,Antioch,94509.0,"37.99,-121.84"
1104,Cardiff Court,Antioch,94509.0,"37.99,-121.79"
101,East Madill Street,Antioch,94509.0,"38.0,-121.8"
3318,Tahoe Court,Antioch,94509.0,"37.99,-121.8"
2813,Bluecurl Court,Antioch,94531.0,"37.99,-121.77"
299,Avalon Circle,Pittsburg,94565.0,"38.03,-121.88"
,Unnamed Road,Pittsburg,94565.0,"38.04,-121.9"
899,East 3rd Street,Pittsburg,94565.0,"38.04,-121.86"
2987,Pittsburg-Antioch Highway,Pittsburg,94565.0,"38.02,-121.87"
525,Willow Pass Road,Pittsburg,94565.0,"38.03,-121.9"
,,Pittsburg,94565.0,"38.02,-121.88"
45,Civic Avenue,Pittsburg,94565.0,"38.02,-121.89"
,,Pittsburg,94565.0,"38.02,-121.9"
3918,Meadowbrook Circle,Pittsburg,94565.0,"38.0,-121.88"
67,Dowitcher Court,Pittsburg,94565.0,"38.01,-121.88"
200,Presidio Lane,Pittsburg,94565.0,"38.01,-121.89"
1723,Limewood Place,Pittsburg,94565.0,"38.0,-121.86"
4723,Suzanne Drive,Pittsburg,94565.0,"37.99,-121.89"
4314,Kingsly Drive,Pittsburg,94565.0,"37.99,-121.88"
1438,Ventura Drive,Pittsburg,94565.0,"38.0,-121.87"
4469,Palo Verde Drive,Pittsburg,94565.0,"37.99,-121.87"
3496,Crestview Drive,Pittsburg,94565.0,"38.01,-121.9"
2105,Ascot Court,Pittsburg,94565.0,"38.02,-121.92"
295,Pacini Avenue,Pittsburg,94565.0,"38.0,-121.9"
2225,John Henry Johnson Parkway,Pittsburg,94565.0,"38.01,-121.92"
2270,Jacqueline Drive,Pittsburg,94565.0,"38.01,-121.93"
219,Maureen Circle,Bay Point,94565.0,"38.02,-121.93"
47,Pamela Court,Bay Point,94565.0,"38.03,-121.95"
122,North Broadway Avenue,Bay Point,94565.0,"38.03,-121.94"
1636,Roma Drive,Pittsburg,94565.0,"38.02,-121.96"
293,Alves Lane,Bay Point,94565.0,"38.02,-121.95"
247,Bailey Road,Bay Point,94565.0,"38.02,-121.94"
1100,Willow Pass Road,Bay Point,94565.0,"38.03,-121.92"
205,Bernauer,Pittsburg,94565.0,"38.02,-121.91"
24,Lakeview Drive,Bay Point,94565.0,"38.04,-121.97"
305,Margaret Court,Bay Point,94565.0,"38.03,-121.97"
500,Nichols Road,Bay Point,94565.0,"38.05,-121.98"
200,A Street,Concord,94520.0,"38.02,-122.02"
,Unnamed Road,Bay Point,94565.0,"38.03,-122.0"
360,Ferry Street,Martinez,94553.0,"38.02,-122.14"
,Unnamed Road,Martinez,94553.0,"38.03,-122.14"
805,Lafayette Street,Martinez,94553.0,"38.02,-122.13"
1936,Estudillo Street,Martinez,94553.0,"38.01,-122.13"
1151,Panoramic Drive,Martinez,94553.0,"38.01,-122.14"
3410,Brookside Drive,Martinez,94553.0,"38.0,-122.13"
,Franklin Ridge Loop,Martinez,94553.0,"38.02,-122.16"
191,Howe Road,Martinez,94553.0,"38.01,-122.11"
205,Vista Way,Martinez,94553.0,"38.0,-122.12"
2324,South Crest Avenue,Martinez,94553.0,"38.01,-122.12"
,Meadowlark Ridge Loop,Martinez,94553.0,"38.02,-122.09"
,Senator Daniel E. Boatwright Highway,Martinez,94553.0,"38.02,-122.1"
5628,Imhoff Drive,Martinez,94553.0,"38.0,-122.07"
197,Midhill Road,Martinez,94553.0,"38.0,-122.09"
410,Claeys Street,Martinez,94553.0,"38.0,-122.11"
2230,East Peak Court,Martinez,94553.0,"37.99,-122.08"
1850,Muir Road,Martinez,94553.0,"37.99,-122.09"
,,Martinez,94553.0,"37.99,-122.11"
628,Pasa Tiempo Court,Pleasant Hill,94523.0,"37.97,-122.08"
80,Foothill Place,Pleasant Hill,94523.0,"37.97,-122.09"
109,Costanza Drive,Martinez,94553.0,"37.98,-122.11"
,Unnamed Road,Martinez,94553.0,"37.98,-122.09"
,California Riding and Hiking Trail,Martinez,94553.0,"37.99,-122.12"
420,Verbena Court,Pleasant Hill,94523.0,"37.97,-122.1"
320,Blue Ridge Drive,Martinez,94553.0,"37.96,-122.1"
130,South Buchanan Circle,Pacheco,94553.0,"37.99,-122.07"
69,Spar Court,Pleasant Hill,94523.0,"37.98,-122.07"
,Unnamed Road,Pleasant Hill,94523.0,"37.97,-122.07"
1607,Onley Drive,Pleasant Hill,94523.0,"37.96,-122.07"
1166,Santa Lucia Drive,Pleasant Hill,94523.0,"37.96,-122.06"
965,Scenic Place,Pleasant Hill,94523.0,"37.96,-122.08"
1880,Contra Costa Boulevard,Pleasant Hill,94523.0,"37.95,-122.06"
2019,Elinora Drive,Pleasant Hill,94523.0,"37.95,-122.07"
598,Maureen Lane,Pleasant Hill,94523.0,"37.95,-122.08"
1120,Carey Drive,Concord,94520.0,"37.95,-122.05"
991,Stimel Drive,Concord,94518.0,"37.94,-122.05"
,Senator Daniel E. Boatwright Highway,Pleasant Hill,94523.0,"37.94,-122.06"
401,Beatrice Road,Pleasant Hill,94523.0,"37.94,-122.07"
2,Bonnie Place,Pleasant Hill,94523.0,"37.93,-122.08"
5,Elliot Court,Pleasant Hill,94523.0,"37.94,-122.08"
1111,Black Pine Lane,Pleasant Hill,94523.0,"37.95,-122.09"
9,Hero Court,Pleasant Hill,94523.0,"37.94,-122.09"
3300,Northwood Drive,Concord,94520.0,"38.0,-122.04"
2213,Upland Drive,Concord,94520.0,"37.99,-122.04"
,,Concord,94520.0,"37.97,-122.05"
700,Sally Ride Drive,Concord,94520.0,"37.99,-122.06"
1611,Solano Way,Concord,94520.0,"38.0,-122.05"
2529,Salvio Street,Concord,94519.0,"37.98,-122.03"
1611,Adelaide Street,Concord,94520.0,"37.97,-122.04"
2443,Floyd Lane,Concord,94520.0,"38.0,-122.03"
4020,Pike Lane,Concord,94520.0,"38.01,-122.03"
2384,Panoramic Drive,Concord,94520.0,"38.0,-122.02"
3213,Baker Drive,Concord,94519.0,"37.99,-122.03"
2871,Mount Hood Circle,Concord,94519.0,"37.99,-122.02"
3556,Wren Avenue,Concord,94519.0,"37.98,-122.01"
1794,Margo Drive,Concord,94519.0,"37.98,-122.0"
,,Concord,94521.0,"37.97,-122.0"
3578,Clayton Road,Concord,94519.0,"37.97,-122.01"
1869,North 5th Street,Concord,94519.0,"37.98,-122.02"
1860,Elkwood Drive,Concord,94519.0,"37.99,-122.0"
1739,Gumwood Drive,Concord,94519.0,"37.98,-121.99"
1656,Placer Drive,Concord,94521.0,"37.97,-121.99"
1963,San Vincente Drive,Concord,94519.0,"37.99,-122.01"
1884,Laurelview Court,Concord,94521.0,"37.96,-121.95"
1873,Andrews Drive,Concord,94521.0,"37.97,-121.97"
5042,Jeri Place,Concord,94521.0,"37.96,-121.97"
5218,Fallen Leaf Lane,Concord,94521.0,"37.96,-121.96"
5416,Ygnacio Valley Road,Concord,94521.0,"37.95,-121.96"
4804,Clayton Road,Concord,94521.0,"37.96,-121.98"
4336,Satinwood Drive,Concord,94521.0,"37.97,-121.98"
1295,Shakespeare Drive,Concord,94521.0,"37.96,-122.0"
1101,Alberta Way,Concord,94521.0,"37.95,-121.97"
1306,Waterfall Way,Concord,94521.0,"37.96,-121.99"
4487,Adelia Court,Concord,94521.0,"37.95,-121.98"
1368,Maria Avenue,Concord,94518.0,"37.97,-122.02"
1280,Mesa Street,Concord,94518.0,"37.97,-122.03"
1146,Meadow Lane,Concord,94520.0,"37.96,-122.04"
1701,Mayette Avenue,Concord,94520.0,"37.96,-122.05"
1038,Kaski Lane,Concord,94518.0,"37.95,-122.01"
974,Ridge Drive,Concord,94518.0,"37.96,-122.02"
2798,Cloverdale Avenue,Concord,94518.0,"37.96,-122.03"
2217,Chalomar Road,Concord,94518.0,"37.95,-122.03"
896,Saint John Circle,Concord,94518.0,"37.95,-122.02"
771,Somerset Place,Concord,94518.0,"37.94,-122.02"
3715,Citrus Avenue,Walnut Creek,94598.0,"37.94,-122.01"
4365,Greenleaf Court,Concord,94518.0,"37.95,-122.0"
17,Dogwood Court,Walnut Creek,94598.0,"37.93,-122.01"
1560,Apple Drive,Concord,94518.0,"37.95,-122.04"
926,Lee Lane,Concord,94518.0,"37.94,-122.04"
852,Grenola Drive,Concord,94518.0,"37.94,-122.03"
450,North Wiget Lane,Walnut Creek,94598.0,"37.93,-122.03"
2977,Cherry Lane,Walnut Creek,94597.0,"37.93,-122.05"
86,Kings Oak Place,Walnut Creek,94597.0,"37.92,-122.05"
2560,Casa Bueno Court,Walnut Creek,94598.0,"37.92,-122.02"
203,Dunblane Drive,Walnut Creek,94598.0,"37.92,-122.03"
2871,Bowling Green Drive,Walnut Creek,94598.0,"37.91,-122.01"
2851,Fyne Drive,Walnut Creek,94598.0,"37.91,-122.03"
201,North Civic Drive,Walnut Creek,94596.0,"37.91,-122.06"
1437,North Broadway,Walnut Creek,94596.0,"37.9,-122.06"
695,Lancaster Road,Walnut Creek,94595.0,"37.89,-122.06"
3157,Eccleston Avenue,Walnut Creek,94597.0,"37.93,-122.07"
18,Mayo Lane,Walnut Creek,94597.0,"37.92,-122.07"
2643,Larkey Lane,Walnut Creek,94597.0,"37.92,-122.08"
2310,Buena Vista Avenue,Walnut Creek,94597.0,"37.91,-122.07"
26,Hillcroft Way,Walnut Creek,94597.0,"37.9,-122.08"
1334,Summit Road,Lafayette,94549.0,"37.91,-122.09"
83,Acorn Court,Walnut Creek,94595.0,"37.89,-122.07"
1405,Boulevard Way,Walnut Creek,94595.0,"37.89,-122.08"
1960,Glenhaven Avenue,Walnut Creek,94595.0,"37.88,-122.06"
397,Crest Avenue,Alamo,94507.0,"37.87,-122.05"
14,Sutters Mill Court,Walnut Creek,94596.0,"37.9,-122.05"
1980,Opal Street,Walnut Creek,94596.0,"37.89,-122.05"
238,Vallecito Court,Walnut Creek,94596.0,"37.89,-122.04"
463,Summit Road,Walnut Creek,94598.0,"37.9,-122.04"
1814,Rockspring Place,Walnut Creek,94596.0,"37.89,-122.02"
112,Grover Lane,Walnut Creek,94596.0,"37.88,-122.04"
370,Vernal Drive,Alamo,94507.0,"37.86,-122.03"
1668,Vía Romero,Alamo,94507.0,"37.85,-122.04"
9663,Ernwood Place,San Ramon,94583.0,"37.73,-121.94"
9140,Alcosta Boulevard,San Ramon,94583.0,"37.73,-121.93"
9754,Davona Drive,San Ramon,94583.0,"37.74,-121.95"
923,Renada Place,San Ramon,94583.0,"37.75,-121.94"
3430,Old Ranch Road,San Ramon,94582.0,"37.73,-121.92"
3291,Burning Trees Drive,San Ramon,94583.0,"37.74,-121.93"
112,Oakcrest Court,Danville,94526.0,"37.79,-121.97"
506,Zephyr Circle,Danville,94526.0,"37.8,-121.98"
735,Morninghome Road,Danville,94526.0,"37.81,-121.98"
2155,Shady Creek Place,Danville,94526.0,"37.81,-121.96"
916,El Capitan Drive,Danville,94526.0,"37.8,-121.97"
30,Woodranch Circle,Danville,94506.0,"37.8,-121.94"
3077,Lakemont Drive,San Ramon,94582.0,"37.78,-121.95"
,,San Ramon,94583.0,"37.76,-121.96"
1028,Canyon Hills Road,San Ramon,94582.0,"37.76,-121.94"
,Dougherty Hills Trail,,94582.0,"37.76,-121.93"
904,Regency Court,San Ramon,94582.0,"37.74,-121.92"
5824,Cattleya Drive,San Ramon,94582.0,"37.78,-121.93"
